data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2020-02-24T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,76,19,95,71,166,0,166,0,6,,,172,1463,,,,,,,,,,,
2020-02-25T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,79,25,104,127,231,65,68,0,9,,,240,3700,,,,,,,,,,,
2020-02-26T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,79,25,104,145,249,18,18,0,9,,,258,3208,,,,,,,,,,,
2020-02-27T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,172,41,213,136,349,100,145,40,14,,,403,3320,,,,,,,,,,,
2020-02-28T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,235,47,282,192,474,125,128,40,17,,,531,4835,,,,,,,,,,,
2020-02-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,256,80,336,216,552,78,84,40,23,,,615,5723,,,,,,,,,,,
2020-03-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,406,106,512,375,887,335,369,73,24,,,984,6879,,,,,,,,,,,
2020-03-02T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,478,127,605,472,1077,190,270,139,38,,,1254,7925,,,,,,,,,,,
2020-03-03T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,249,266,139,55,,,1520,9577,,,,,,,,,,,
2020-03-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,877,209,1086,411,1497,171,300,250,73,,,1820,12138,,,,,,,,,,,
2020-03-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1169,244,1413,364,1777,280,431,376,98,,,2251,12354,,,,,,,,,,,
2020-03-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1622,309,1931,77,2008,231,361,469,135,,,2612,13556,,,,,,,,,,,
2020-03-07T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,734,808,524,154,,,3420,15778,,pd-IT-0002,,,,,,,,,
2020-03-08T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,769,550,267,,,4189,18534,,,,,,,,,,,
2020-03-09T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,1280,646,333,,,5469,20135,,,,,,,,,,,
2020-03-10T18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3319,466,3785,642,4427,-63,322,896,468,,,5791,21479,,pd-IT-0004,,,,,,,,,
2020-03-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,1489,900,617,,,7280,25629,,,,,,,,,,,
2020-03-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,1445,1085,744,,,8725,29534,,,,,,,,,,,
2020-03-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1095,1198,890,,,9820,32700,,,,,,,,,,,
2020-03-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,1865,1660,966,,,11685,37138,,,,,,,,,,,
2020-03-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,1587,2011,1218,,,13272,40369,,,,,,,,,,,
2020-03-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6171,823,6994,3867,10861,818,1377,2368,1420,,,14649,43565,,,,,,,,,,,
2020-03-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6953,879,7832,4263,12095,1234,1571,2485,1640,,,16220,46449,,,,,,,,,,,
2020-03-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7285,924,8209,4057,12266,171,1493,3488,1959,,,17713,48983,,,,,,,,,,,
2020-03-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7387,1006,8393,5545,13938,1672,2171,3778,2168,,,19884,52244,,,,,,,,,,,
2020-03-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7735,1050,8785,6635,15420,1482,2380,4295,2549,,,22264,57174,,,,,,,,,,,
2020-03-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8258,1093,9351,8019,17370,1950,3251,5050,3095,,,25515,66730,,,,,,,,,,,
2020-03-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9439,1142,10581,7304,17885,515,1691,5865,3456,,,27206,70598,,,,,,,,,,,
2020-03-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9266,1183,10449,8461,18910,1025,1555,6075,3776,,,28761,73242,,,,,,,,,,,
2020-03-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9711,1194,10905,8963,19868,958,1942,6657,4178,,,30703,76695,,,,,,,,,,,
2020-03-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10026,1236,11262,9329,20591,723,1643,7281,4474,,,32346,81666,,,,,,,,,,,
2020-03-26T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10681,1263,11944,10245,22189,1598,2543,7839,4861,,,34889,87713,,,,,,,,,,,
2020-03-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11137,1292,12429,11466,23895,1706,2409,8001,5402,,,37298,95860,,,,,,,,,,,
2020-03-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11152,1319,12471,12038,24509,614,2117,8962,5944,,,39415,102503,,,,,,,,,,,
2020-03-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11613,1328,12941,12451,25392,883,1592,9255,6360,,,41007,107398,,,,,,,,,,,
2020-03-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11815,1330,13145,11861,25006,-386,1154,10337,6818,,,42161,111057,,,,,,,,,,,
2020-03-31T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11883,1324,13207,11917,25124,118,1047,10885,7199,,,43208,114640,,,,,,,,,,,
2020-04-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11927,1342,13269,12496,25765,641,1565,11415,7593,,,44773,121449,,,,,,,,,,,
2020-04-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11762,1351,13113,12763,25876,111,1292,12229,7960,,,46065,128286,,,,,,,,,,,
2020-04-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11802,1381,13183,13006,26189,313,1455,13020,8311,,,47520,135051,,,,,,,,,,,
2020-04-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12002,1326,13328,13892,27220,1031,1598,13242,8656,,,49118,141877,,,,,,,,,,,
2020-04-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12009,1317,13326,14798,28124,904,1337,13426,8905,,,50455,149984,,,,,,,,,,,
2020-04-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11914,1343,13257,15212,28469,345,1079,13863,9202,,,51534,154989,,,,,,,,,,,
2020-04-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11833,1305,13138,15205,28343,-126,791,14498,9484,,,52325,159331,,,,,,,,,,,
2020-04-08T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11719,1257,12976,15569,28545,202,1089,15147,9722,,,53414,167557,,,,,,,,,,,
2020-04-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11796,1236,13032,16042,29074,529,1388,15706,10022,,,54802,176953,,,,,,,,,,,
2020-04-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11877,1202,13079,16451,29530,456,1246,16280,10238,,,56048,186325,,,,,,,,,,,
2020-04-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12026,1174,13200,17058,30258,728,1544,16823,10511,,,57592,196302,,,,,,,,,,,
2020-04-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11969,1176,13145,18120,31265,1007,1460,17166,10621,,,59052,205832,,,,,,,,,,,
2020-04-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12028,1143,13171,18764,31935,670,1262,17478,10901,,,60314,211092,,,,,,,,,,,
2020-04-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12077,1122,13199,19164,32363,428,1012,17821,11142,,,61326,214870,,,,,,,,,,,
2020-04-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12043,1074,13117,19804,32921,558,827,17855,11377,,,62153,221968,,,,,,,,,,,
2020-04-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11356,1032,12388,20702,33090,169,941,18396,11608,,,63094,232674,,,,,,,,,,,
2020-04-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10627,971,11598,21836,33434,344,1041,18850,11851,,,64135,243513,,,,,,,,,,,
2020-04-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10042,947,10989,23206,34195,761,1246,19136,12050,,,65381,255331,,,,,,,,,,,
2020-04-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10342,922,11264,23233,34497,302,855,19526,12213,,,66236,264155,183757.0,,,,,,,,,,
2020-04-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,10138,901,11039,23548,34587,90,735,20008,12376,,,66971,270486,173333.0,dc-IT-0006,,,,,,,,,
2020-04-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9805,851,10656,23322,33978,-609,960,21374,12579,,,67931,277197,173333.0,pd-IT-0012,,,,,,,,,
2020-04-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9692,817,10509,23733,34242,264,1161,22110,12740,,,69092,290699,184323.0,,,,,,,,,,
2020-04-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,9192,790,9982,23891,33873,-369,1073,23352,12940,,,70165,302715,190451.0,,,,,,,,,,
2020-04-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8791,756,9547,24821,34368,495,1091,23782,13106,,,71256,314298,196406.0,,,,,,,,,,
2020-04-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8489,724,9213,25260,34473,105,713,24227,13269,,,71969,326940,202827.0,,,,,,,,,,
2020-04-26T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8481,706,9187,25979,35166,693,920,24398,13325,,,72889,337797,208471.0,,,,,,,,,,
2020-04-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7525,680,8205,27236,35441,275,590,24589,13449,,,73479,342850,211523.0,,,,,,,,,,
2020-04-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7280,655,7935,27809,35744,303,869,25029,13575,,,74348,351423,216526.0,,,,,,,,,,
2020-04-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,7120,634,7754,28368,36122,378,786,25333,13679,,,75134,365895,223952.0,,,,,,,,,,
2020-04-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6834,605,7439,28772,36211,89,598,25749,13772,,,75732,376943,229880.0,,,,,,,,,,
2020-05-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6628,563,7191,29282,36473,262,737,26136,13860,,,76469,390644,236822.0,,,,,,,,,,
2020-05-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6529,545,7074,29593,36667,194,533,26146,14189,,,77002,403702,243383.0,dc-IT-0016,,,,,,,,,
2020-05-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6609,532,7141,29785,36926,259,526,26371,14231,,,77528,410857,247176.0,,,,,,,,,,
2020-05-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6414,532,6946,30361,37307,381,577,26504,14294,,,78105,418835,251661.0,,,,,,,,,,
2020-05-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6201,509,6710,30382,37092,-215,500,27124,14389,,,78605,425290,255292.0,,,,,,,,,,
2020-05-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6079,480,6559,25194,31753,-5339,764,33005,14611,,,79369,439806,262964.0,dc-IT-0020,,,,,,,,,
2020-05-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5848,480,6328,25687,32015,262,720,33329,14745,,,80089,455294,262964.0,,,,,,,,,,
2020-05-08T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5702,400,6102,25881,31983,-32,634,33901,14839,,,80723,466287,277106.0,,,,,,,,,,
2020-05-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5535,330,5865,24397,30262,-1721,502,36039,14924,,,81225,477765,282817.0,,,,,,,,,,
2020-05-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5428,348,5776,24414,30190,-72,282,36331,14986,,,81507,485134,287330.0,,,,,,,,,,
2020-05-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5397,341,5738,24673,30411,221,364,36406,15054,,,81871,492642,292603.0,,,,,,,,,,
2020-05-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5222,322,5544,25131,30675,264,1033,37113,15116,,,82904,513244,305152.0,dc-IT-0026,,,,,,,,,
2020-05-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5007,307,5314,24718,30032,-643,394,38081,15185,,,83298,524163,310896.0,,,,,,,,,,
2020-05-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4818,297,5115,24841,29956,-76,522,38568,15296,,,83820,538243,318289.0,,,,,,,,,,
2020-05-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4705,276,4981,22765,27746,-2210,299,40962,15411,,,84119,550405,325071.0,,,,,,,,,,
2020-05-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4521,268,4789,22890,27679,-67,399,41389,15450,,,84518,564550,333243.0,,,,,,,,,,
2020-05-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4480,255,4735,22695,27430,-249,326,41895,15519,,,84844,576359,340164.0,,,,,,,,,,
2020-05-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4482,252,4734,22339,27073,-357,175,42403,15543,,,85019,581437,343213.0,,,,,,,,,,
2020-05-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4426,244,4670,22621,27291,218,462,42593,15597,,,85481,596355,353579.0,,,,,,,,,,
2020-05-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4281,231,4512,22159,26671,-620,294,43442,15662,,,85775,607863,359922.0,,,,,,,,,,
2020-05-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4119,226,4345,22370,26715,44,316,43649,15727,,,86091,622565,368046.0,,,,,,,,,,
2020-05-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4028,207,4235,21698,25933,-782,293,44667,15784,,,86384,641593,378934.0,,,,,,,,,,
2020-05-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4026,199,4225,21405,25630,-303,441,45355,15840,,,86825,658784,389648.0,,,,,,,,,,
2020-05-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4017,197,4214,21400,25614,-16,285,45656,15840,,,87110,670241,396992.0,pd-IT-0020,,,,,,,,,
2020-05-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3721,196,3917,21298,25215,-399,148,46169,15874,,,87258,675882,400252.0,,,,,,,,,,
2020-05-26T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3622,183,3805,20672,24477,-738,159,47044,15896,,,87417,685058,405650.0,,,,,,,,,,
2020-05-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3626,175,3801,20236,24037,-440,384,47810,15954,,,87801,697561,413483.0,,,,,,,,,,
2020-05-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3470,173,3643,19270,22913,-1124,382,49296,15974,,,88183,713068,422568.0,,,,,,,,,,
2020-05-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3552,173,3725,18958,22683,-230,354,49842,16012,,,88537,727146,430863.0,,,,,,,,,,
2020-05-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3307,172,3479,18330,21809,-874,221,50870,16079,,,88758,741447,438415.0,,,,,,,,,,
2020-05-31T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3131,170,3301,17695,20996,-813,210,51860,16112,,,88968,753874,445930.0,,,,,,,,,,
2020-06-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3085,167,3252,17609,20861,-135,50,52026,16131,,,89018,757446,447874.0,,,,,,,,,,
2020-06-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3021,166,3187,17068,20255,-606,187,52807,16143,,,89205,766122,451502.0,,,,,,,,,,
2020-06-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2995,131,3126,17098,20224,-31,237,53046,16172,,,89442,777477,458782.0,,,,,,,,,,
2020-06-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2954,125,3079,17145,20224,0,84,53101,16201,,,89526,780887,460658.0,,,,,,,,,,
2020-06-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2960,120,3080,16773,19853,-371,402,53853,16222,,,89928,800276,475041.0,,,,,,,,,,
2020-06-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2840,110,2950,16549,19499,-354,142,54322,16249,,,90070,813972,480566.0,,,,,,,,,,
2020-06-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2801,107,2908,16512,19420,-79,125,54505,16270,,,90195,821977,485842.0,,,,,,,,,,
2020-06-08T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2708,107,2815,16504,19319,-101,194,54768,16302,,,90389,826465,489775.0,,,,,,,,,,
2020-06-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2660,96,2756,15541,18297,-1022,192,55967,16317,,,90581,836313,496273.0,,,,,,,,,,
2020-06-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2565,98,2663,15194,17857,-440,99,56474,16349,,,90680,845618,502047.0,,,,,,,,,,
2020-06-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2488,97,2585,14755,17340,-517,252,57218,16374,,,90932,858994,509853.0,,,,,,,,,,
2020-06-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2357,97,2454,14570,17024,-316,272,57775,16405,,,91204,873831,519095.0,,,,,,,,,,
2020-06-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2252,96,2348,14437,16785,-239,210,58201,16428,,,91414,883305,524774.0,,,,,,,,,,
2020-06-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2116,94,2210,13779,15989,-796,244,59220,16449,,,91658,892641,530683.0,,,,,,,,,,
2020-06-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2018,94,2112,13864,15976,-13,259,59484,16457,,,91917,899278,534981.0,,,,,,,,,,
2020-06-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1902,69,1971,13262,15233,-743,143,60361,16466,,,92060,906322,539604.0,,,,,,,,,,
2020-06-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1796,59,1855,13117,14972,-261,242,60850,16480,,,92302,917881,547133.0,,,,,,,,,,
2020-06-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1673,60,1733,12914,14647,-325,216,61355,16516,,,92518,929356,554148.0,,,,,,,,,,
2020-06-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1537,60,1597,12448,14045,-602,157,62096,16534,,,92675,939820,560376.0,,,,,,,,,,
2020-06-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1401,54,1455,12456,13911,-134,165,62372,16557,,,92840,949134,565933.0,,,,,,,,,,
2020-06-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1260,53,1313,12530,13843,-68,128,62555,16570,,,92968,956959,570750.0,,,,,,,,,,
2020-06-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1047,51,1098,12540,13638,-205,143,62900,16573,,,93111,964735,575981.0,,,,,,,,,,
2020-06-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,910,51,961,11942,12903,-735,62,63691,16579,,,93173,971721,580317.0,,,,,,,,,,
2020-06-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,692,48,740,11487,12227,-676,88,64448,16586,,,93261,980820,586567.0,,,,,,,,,,
2020-06-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,622,48,670,11322,11992,-235,170,64831,16608,88676.0,4755.0,93431,990652,592797.0,,,,,,,,,,
2020-06-26T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,501,47,548,11092,11640,-352,156,65323,16624,88720.0,4867.0,93587,1004753,600985.0,,,,,,,,,,
2020-06-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,415,43,458,10534,10992,-648,77,66046,16626,88764.0,4900.0,93664,1014321,606607.0,,,,,,,,,,
2020-06-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,323,43,366,10581,10947,-45,97,66175,16639,88812.0,4949.0,93761,1022440,611487.0,,,,,,,,,,
2020-06-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,321,43,364,10459,10823,-124,78,66376,16640,88821.0,5018.0,93839,1030431,615813.0,,,,,,,,,,
2020-06-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,297,42,339,9721,10060,-763,62,67197,16644,88687.0,5214.0,93901,1036548,619851.0,,,,,,,,,,
2020-07-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,277,41,318,9620,9938,-122,109,67422,16650,88747.0,5263.0,94010,1044975,625197.0,,,,,,,,,,
2020-07-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,241,41,282,9545,9827,-111,98,67610,16671,88793.0,5315.0,94108,1054415,630993.0,,,,,,,,,,
2020-07-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,241,41,282,9395,9677,-150,115,67871,16675,88834.0,5389.0,94223,1064173,636860.0,,,,,,,,,,
2020-07-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,231,36,267,9159,9426,-251,95,68201,16691,88857.0,5461.0,94318,1074333,642762.0,,,,,,,,,,
2020-07-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,230,36,266,9179,9445,19,98,68274,16697,88891.0,5525.0,94416,1083105,647739.0,,,,,,,,,,
2020-07-06T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,233,36,269,9223,9492,47,111,68335,16700,88967.0,5560.0,94527,1088960,651688.0,,,,,,,,,,
2020-07-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,229,36,265,8809,9074,-418,53,68793,16713,88988.0,5592.0,94580,1092340,653837.0,,,,,,,,,,
2020-07-08T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,211,34,245,8215,8460,-614,71,69466,16725,89010.0,5641.0,94651,1103015,660133.0,,,,,,,,,,
2020-07-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,201,31,232,8125,8357,-103,119,69683,16730,89057.0,5713.0,94770,1114827,667911.0,,,,,,,,,,
2020-07-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,190,27,217,8124,8341,-16,135,69828,16736,89120.0,5785.0,94905,1126332,675013.0,,,,,,,,,,
2020-07-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,173,29,202,8010,8212,-129,67,70020,16740,89131.0,5841.0,94972,1133387,679427.0,,,,,,,,,,
2020-07-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,160,31,191,7813,8004,-208,77,70297,16748,89163.0,5886.0,95049,1142932,685763.0,,,,,,,,,,
2020-07-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,168,30,198,7813,8011,7,94,70375,16757,89209.0,5934.0,95143,1149414,689917.0,,,,,,,,,,
2020-07-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,176,27,203,7749,7952,-59,30,70461,16760,89200.0,5973.0,95173,1155050,693556.0,,,,,,,,,,
2020-07-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,177,23,200,7335,7535,-417,63,70936,16765,89240.0,5996.0,95236,1165476,699935.0,,,,,,,,,,
2020-07-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,164,23,187,7322,7509,-26,80,71032,16775,89270.0,6046.0,95316,1176203,706440.0,,,,,,,,,,
2020-07-17T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,159,22,181,7240,7421,-88,55,71172,16778,89280.0,6091.0,95371,1186114,712261.0,,,,,,,,,,
2020-07-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,149,22,171,7084,7255,-166,88,71416,16788,89332.0,6127.0,95459,1195168,717516.0,,,,,,,,,,
2020-07-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,148,22,170,7070,7240,-15,33,71464,16788,89336.0,6156.0,95492,1202207,721640.0,,,,,,,,,,
2020-07-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,151,21,172,6969,7141,-99,56,71611,16796,89367.0,6181.0,95548,1206495,724365.0,,,,,,,,,,
2020-07-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,151,21,172,6838,7010,-131,34,71775,16797,89382.0,6200.0,95582,1212468,728169.0,,,,,,,,,,
2020-07-22T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,149,17,166,6809,6975,-35,51,71860,16798,89400.0,6233.0,95633,1217829,733150.0,,,,,,,,,,
2020-07-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,139,17,156,6785,6941,-34,82,71973,16801,89426.0,6289.0,95715,1232915,740405.0,,,,,,,,,,
2020-07-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,144,17,161,6598,6759,-182,53,72208,16801,89450.0,6318.0,95768,1242775,746025.0,,,,,,,,,,
2020-07-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,148,13,161,6614,6775,16,79,72271,16801,89482.0,6365.0,95847,1253500,752200.0,,,,,,,,,,
2020-07-26T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,139,13,152,6619,6771,-4,74,72349,16801,89521.0,6400.0,95921,1261557,756888.0,,,,,,,,,,
2020-07-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,137,14,151,6574,6725,-46,34,72429,16801,89531.0,6424.0,95955,1265549,759439.0,,,,,,,,,,
2020-07-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,151,13,164,6514,6678,-47,53,72528,16802,89560.0,6448.0,96008,1271875,763406.0,,,,,,,,,,
2020-07-29T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,154,13,167,6396,6563,-115,46,72689,16802,89567.0,6487.0,96054,1280533,768509.0,,,,,,,,,,
2020-07-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,151,13,164,5871,6035,-528,88,73305,16802,89655.0,6487.0,96142,1291740,775765.0,,,,,,,,,,
2020-07-31T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,148,7,155,5856,6011,-24,77,73402,16806,89624.0,6595.0,96219,1300088,782147.0,,,,,,,,,,
2020-08-01T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,158,9,167,5788,5955,-56,55,73512,16807,89651.0,6623.0,96274,1308507,787173.0,,,,,,,,,,
2020-08-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,153,9,162,5659,5821,-134,38,73676,16815,89676.0,6636.0,96312,1316219,791698.0,,,,,,,,,,
